name,emotion,chinese
G00008/G00008_42/G00008_42_07/G00008_42_07_004,neutral,我妈知道我要出去玩儿。
G00008/G00008_42/G00008_42_07/G00008_42_07_012,angry,[over/]然后[/over]好，我当时报的时候说的可好听了，说什么啊，那个咱们有专门的摄影师跟团，说可以给你拍照啊怎么样的。
G00008/G00008_42/G00008_42_07/G00008_42_07_016,neutral,就比如说你说我要一张照片儿他给你摁一下，不管你的眼睛是睁开没睁开，还是你的姿势有没有摆好，只要他按了这个快门儿就十块。
G00008/G00008_42/G00008_42_07/G00008_42_07_010,surprised,你说那个旅游团啊就正常来说，你比如说你到景点里面它都会包含你的各种门票对吧？
G00008/G00008_42/G00008_42_07/G00008_42_07_030,disgusted,你买不够这个数不行不能走，人家要看小票，你说有这样的吗？
G00008/G00008_42/G00008_42_07/G00008_42_07_006,neutral,她怕我不安全嘛，这个也能理解。
G00008/G00008_42/G00008_42_07/G00008_42_07_027,angry,我进去吧我寻思我进去一圈儿，我从从门儿进去我再出来还不行吗？不行，你必须要消费。
G00008/G00008_42/G00008_42_07/G00008_42_07_013,neutral,然后我妈当时就寻思，包括我也确实觉得你自己出去玩嘛，你有个人能给你拍照肯定很好呀。
G00008/G00008_42/G00008_42_07/G00008_42_07_008,neutral,然后那你说我要报旅游团，咱就报个差不多点的呗对吧？你[over/]反正[/over]你也掏了这个钱了，哈。
G00008/G00008_42/G00008_42_07/G00008_42_07_021,happy,对，也结果，这不就往第二个景点儿走嘛，然后当时我记得是一个卖，卖就是什么各种石头我也不懂哈。
G00008/G00008_42/G00008_42_07/G00008_42_07_023,angry,然后我说我我对这个东西我不了解，我也不感兴趣我说不进去了，不行，你必须得进去。
G00008/G00008_42/G00008_42_07/G00008_42_07_015,angry,结果一张照片儿十块钱，这还是什么就是他都不能说是一张照片儿十块钱了，他摁一次快门儿十块钱。
G00008/G00008_42/G00008_42_07/G00008_42_07_032,angry,真的是，再也不相信这些了。
G00008/G00008_42/G00008_42_07/G00008_42_07_018,angry,[over/]对[/over]，然后我当时已经很就到了第一个景点儿的时候我已经很生气了，但我就想，出来玩儿嘛对吧，没必要大不了我不拍不就好了。
G00008/G00008_42/G00008_42_07/G00008_42_07_029,neutral,而且他并不是说你随便买什么都可以，你你要够他们那个低消的数额，我第一次听到啊，旅游团还有低消。
G00008/G00008_42/G00008_42_07/G00008_42_07_002,angry,我好好的一个假期，都怪我妈。
G00008/G00008_42/G00008_42_07/G00008_42_07_009,disgusted,结果呢。我妈就给我找了一个低价旅游团，我当时就知道没什么好事儿，果不其然，把我好好儿的假期给我毁了。
G00008/G00008_42/G00008_42_07/G00008_42_07_025,angry,他首先他在那儿道德绑架你，就说什么啊来都来了咱们来看一下，说就意思是啊他们也挺辛苦的。
G00008/G00008_42/G00008_42_07/G00008_42_07_019,neutral,我自己拍拍风景啊，拍拍[over/]这些[interrupted][/over]。
G00008/G00008_42/G00008_42_07/G00008_42_07_026,angry,我就寻思我是来玩儿的对吧？我前面你已经让我很不舒服了，但是呢我又觉得那你我一个人出门在外的对吧？就是咱也不想惹事儿。
G00008/G00008_19/G00008_19_11/G00008_19_11_012,neutral,我一[over]吃[over]多了呀，我就反酸，我就想往上吐。然后那天啊，就吃了一个自嗨锅，就海底捞那个自嗨[over]锅[over]，就它很辣。
G00008/G00008_19/G00008_19_11/G00008_19_11_015,fearful,对，当当时我没当回事儿。当时寻思，因为之前跟朋友出去喝酒什么的，他们好多什么说什么胃出血啊之类的。
G00008/G00008_19/G00008_19_11/G00008_19_11_031,fearful,到第一家医院之后，我寻思我说回家我躺着吧。一回家不行了，就上楼梯啊，就整个人啊，就那骨头跟散架了一样。
G00008/G00008_19/G00008_19_11/G00008_19_11_006,angry,然后呢，就是你看，尤其是晚上演话剧，然后基本这一天呢，就没啥事干白天。
G00008/G00008_19/G00008_19_11/G00008_19_11_027,fearful,然后又是那种黄褐色的血块话。然后[over/]旁边[/over]旁边有个哥哥正搁那洗脸呢，他洗完脸，他准备化妆。还搁那洗脸呢，然后一看我吐血了，就赶紧叫人了。
G00008/G00008_19/G00008_19_11/G00008_19_11_017,fearful,然后那那那一阵儿场子排特别多，天天晚上演，然后就去演去了。搁路上，就不对劲儿了。
G00008/G00008_19/G00008_19_11/G00008_19_11_021,happy,我说你要是这么着，就晚上还还两个小时呢，我说就顶不上去。我就寻思心思，我吃口饭。
G00008/G00008_19/G00008_19_11/G00008_19_11_025,fearful,我说那就上楼躺会儿吧。我就到二楼那块房间，我就跟那躺了一会儿。躺着躺着更不对劲儿，就感觉那个虚汗出的哇，跟什么似的，就贼渴。
G00008/G00008_19/G00008_19_11/G00008_19_11_013,neutral,然后呢就就就吃的也多点儿。然后最后吃那自嗨锅一口辣椒呛着我了，嗷我就吐了，吐完之后，就发现里面有血丝。
G00008/G00008_19/G00008_19_11/G00008_19_11_011,sad,然后搁台上就就活蹦乱跳两小时，然后一下台就特累。然后回去啊，就吃吃了好多东西，然后但是呢，因为之前催促啊有毛病。
G00008/G00008_19/G00008_19_11/G00008_19_11_003,fearful,我这胃是咋咋回事啊？我之前我艺考的时候，我是二百斤。然后那时候为了减肥，然后我就催吐，就是吃完之后，抠嗓子眼儿就吐。
G00008/G00008_19/G00008_19_11/G00008_19_11_032,neutral,然后又赶紧去第二家医院。那天晚上还正好是周五的晚上，然后人家这个就是这个肠胃科，人大夫人休息。
G00008/G00008_19/G00008_19_11/G00008_19_11_028,neutral,[over/]然后就[/over]一堆人冲进来。
G00008/G00008_19/G00008_19_11/G00008_19_11_010,angry,那都习惯了。[over/]那[/over]习惯了，然后就就有有一次就是也是一天，白天睡了一天然后晚上演完话剧之后就巨饿，就一天啥都没吃。
G00008/G00008_19/G00008_19_11/G00008_19_11_022,neutral,然后门口那有个武胜羊汤，我就喝了碗羊汤。哎呀，这个羊汤不喝还好。
G00008/G00008_19/G00008_19_11/G00008_19_11_024,neutral,然后里边儿是一些黑色的东西，就黑褐色的那种[over/]血块[/over]。但是也没当回事儿，就觉得身上没劲。
G00008/G00008_19/G00008_19_11/G00008_19_11_016,neutral,然后搁医院基本上就躺了一宿，就啥事没有了，然后我就没当回事儿。然后第二天早上起来，我就去再接着演嘛。
G00008/G00008_19/G00008_19_11/G00008_19_11_004,neutral,吐完之后就落下病根儿，就这个胃呀，就一直不舒服。[over/]后来[/over]来到北京之后呢，然后不就是演话剧吗。然后演话剧，你看基本上都是晚上七点半，然后开始演。
G00008/G00008_19/G00008_19_11/G00008_19_11_026,neutral,然后就赶紧起来喝喝点水，喝点水就感觉这个胃又不得劲儿，就赶紧冲到厕所，那噢又吐了。
G00008/G00008_19/G00008_19_11/G00008_19_11_018,fearful,那个时候就坐地铁嘛，就整个人就就这个汗哪，就虚汗就一直在往下淌。
G00008/G00008_19/G00008_19_11/G00008_19_11_023,sad,一喝呀，喝完之后就感觉这这个胃就就这块儿，就感觉被火烧的一样，噢噢又一吐。
G00008/G00008_19/G00008_19_11/G00008_19_11_008,sad,[over/]就[/over]白天就基本就睡觉，然后晚上演完话剧回去玩儿一宿，然后吃顿饭。
G00008/G00008_19/G00008_19_11/G00008_19_11_001,neutral,我呀，有一次胃出血。
G00008/G00008_19/G00008_19_11/G00008_19_11_033,sad,我就只能在急诊室，他说孩子你只能在急诊室你坐两天，人周六周日休息，人周一上班儿。所以你只能在急诊室，你先坐两天。
G00008/G00008_19/G00008_19_11/G00008_19_11_035,neutral,然后那我那没办法，那坐就坐呗，你回家肯定回不了。你万一，我就贼害怕，你知道吗？你万一晕家里边[over/]没人[/over]。
G00008/G00008_19/G00008_19_11/G00008_19_11_005,neutral,然后演完之后，然后那个晚上九点多来钟，下台。下完台[over]回家[over]到家也就基本上十一点十一点多。
G00008/G00008_19/G00008_19_11/G00008_19_11_019,neutral,[over]然后[over]，走到剧场的时候就感觉不行。
G00008/G00008_19/G00008_19_11/G00008_19_11_030,neutral,然后就，就把我叫救护车就就带走了嘛。到了第一家医院，没啥事儿。
G00008/G00008_19/G00008_19_07/G00008_19_07_009,surprised,那你这作息有点不规律啊。
G00008/G00008_19/G00008_19_07/G00008_19_07_036,neutral,[over]对呀[over]，你这太吓人了。
G00008/G00008_43/G00008_43_07/G00008_43_07_027,neutral,那吃的呢，吃的咋样？
G00008/G00008_43/G00008_43_07/G00008_43_07_034,angry,[over/]哎呦[/over]，真是同一个世界同一个妈。
G00008/G00008_43/G00008_43_07/G00008_43_07_031,disgusted,嗯，所以以后就是太便宜的[over/]旅游团[interrupted][/over]。
G00008/G00008_43/G00008_43_07/G00008_43_07_012,neutral,不是，这这种东西，现在还有吗？
G00008/G00008_43/G00008_43_07/G00008_43_07_025,surprised,哦哦[over/]哦哦[/over]。
G00008/G00008_43/G00008_43_07/G00008_43_07_014,surprised,[over/]我的[/over]妈呀。
G00008/G00008_43/G00008_43_07/G00008_43_07_010,neutral,啊，那还好[over/]啦[/over]。
G00008/G00008_43/G00008_43_07/G00008_43_07_018,surprised,还有老鼠啊？
G00008/G00008_43/G00008_43_07/G00008_43_07_020,surprised,[over/]哎呦我的妈[/over]呀。
G00008/G00008_43/G00008_43_07/G00008_43_07_029,surprised,啊，为啥？
G00008/G00008_43/G00008_43_07/G00008_43_07_016,happy,能想象到。
G00008/G00008_43/G00008_43_11/G00008_43_11_001,disgusted,哎呀，我跟你说，有时候就是这便宜旅游团儿，是真不能报。
G00008/G00008_43/G00008_43_11/G00008_43_11_017,neutral,我操，你都想，我多少年没见过老鼠这个东西了。
G00008/G00008_43/G00008_43_11/G00008_43_11_022,angry,我操，当时我看那价格儿，说实话我不想去，[over/]我[/over]真不想去。我说这里边肯定有一些消费陷阱什么的。但是老太太非得让我去。
G00008/G00008_43/G00008_43_11/G00008_43_11_005,angry,不是，我怀疑他们是不是，怎么把这帮老太太的联系方式全要一[over/]块儿的[/over]。我妈给我也报了[over/]一个[/over]。
G00008/G00008_43/G00008_43_11/G00008_43_11_013,neutral,就是政府人不用了呀，人就外包给个人[over/]了呀[/over]。
G00008/G00008_43/G00008_43_11/G00008_43_11_028,angry,吃，哎，真有盒儿饭啊，但我不敢吃。
G00008/G00008_43/G00008_43_11/G00008_43_11_003,neutral,上次你不给我说，你妈给你报那个嘛。
G00008/G00008_43/G00008_43_11/G00008_43_11_019,neutral,还有老鼠洞呢，[over/]就在我床底下那块儿[/over]。
G00008/G00008_43/G00008_43_11/G00008_43_11_023,neutral,说让我，说这个旅游团儿，好多都是那个家长给报的。里边儿有好多那个什么年轻的[over/]小[/over]丫头啊什么的，让我去，就是让我奔相亲去。
G00008/G00008_43/G00008_43_11/G00008_43_11_015,disgusted,然后个人他也不好好儿搞卫生，[over/]然[/over]后也不装修什么的。
G00008/G00008_43/G00008_43_11/G00008_43_11_011,neutral,[over/]嗯，那[/over]我主要，你知道住的什么环境吗？我住的是招待所，是那种七八十年代的招待所。
G00008/G00008_43/G00008_43_11/G00008_43_11_021,surprised,哎哟我的妈呀，两天一夜，我妈给我报的费用是一百二十来块钱。
G00008/G00008_43/G00008_43_11/G00008_43_11_007,neutral,但我那我那我我那个，拢共是两天一夜。
G00008/G00008_43/G00008_43_11/G00008_43_11_026,disgusted,[over/]然后[/over]到了之后，我看我一住那个环境，我的妈呀！我们好像是难民营，你知道吗？
G00008/G00008_43/G00008_43_11/G00008_43_11_030,angry,我都住那样儿了，我怎么可能敢吃那个盒儿饭？我是真不敢吃，我就直接我自己出去，我吃碗面。就是我，就怎么可以简陋到那种程度。
G00008/G00008_43/G00008_43_11/G00008_43_11_024,angry,我当时我当时给气笑了，我说妈一百二十来块钱，你让我相什么亲？
G00008/G00008_43/G00008_43_11/G00008_43_11_009,happy,两天一夜，但但是他也没有强制我，要求买什么东西什么的。
G00008/G00008_43/G00008_43_11/G00008_43_11_032,neutral,[over/]就是你[/over]现在你现在，就是说实话。咱们就去去山区里面是吧，就一一些相对来说比较贫困的地方，它也没有那个环境儿的呀。
G00008/G00008_43/G00008_43_11/G00008_43_11_033,angry,哎哟，哇我真的，我这个我真是长见[over/]识了[/over]。
G00008/G00008_49/G00008_49_11/G00008_49_11_026,angry,那不讲理是谁[over/]啊，这是[/over]？
G00008/G00008_49/G00008_49_11/G00008_49_11_019,neutral,[over/]然后，手上还有汗[/over]。
G00008/G00008_49/G00008_49_11/G00008_49_11_010,surprised,[over/]你说这红底儿[/over]，它反过来了，是[over/]吗[/over]？
G00008/G00008_49/G00008_49_11/G00008_49_11_017,neutral,[over/]对，然后[/over]你再碰水。
G00008/G00008_49/G00008_49_11/G00008_49_11_006,neutral,红色？[over/]是朱砂吗[/over]？
G00008/G00008_49/G00008_49_11/G00008_49_11_002,angry,哎行了，哎行行行。遇到这种顾客，你就你就你就看开点儿，[over/]你知道吗[/over]？
G00008/G00008_49/G00008_49_07/G00008_49_07_014,angry,我一直在忍。然后她后来说，啊我去矿物局问了，人家说这个银，呃那个时间长了就是会变黑，你这颜色不对怎么样的。
G00008/G00008_49/G00008_49_07/G00008_49_07_025,angry,然后她就说，她说我不讲理，她说我不讲理。
G00008/G00008_49/G00008_49_07/G00008_49_07_012,angry,她说，我不想跟你说这些，你不要在这儿跟我胡搅蛮传，嗯蛮胡搅蛮缠。
G00008/G00008_49/G00008_49_07/G00008_49_07_018,angry,对啊，[over/]然后我就问她[/over]。我说大娘，我说那人家没有说，这不是银筷子吧。
G00008/G00008_49/G00008_49_07/G00008_49_07_027,angry,[over/]然后，后来我[/over]实在没办法，我说大娘你报警吧，我说不清楚了。然后后来她儿子过来找她了，把她领走了，真气死我了，唉。
G00008/G00008_49/G00008_49_07/G00008_49_07_007,neutral,[over/]咱们这个店儿[/over]。什么朱砂，它反光。
G00008/G00008_49/G00008_49_07/G00008_49_07_021,sad,啊，你别跟我说这些。呃我那天来买的时候，你说我这么大岁数了，那外面下着雨，我回去都痛风了。
G00008/G00008_49/G00008_49_07/G00008_49_07_001,angry,我跟你说，我今天遇到的这个顾客，如果不是个老太太的话，我真的要干仗。
G00008/G00008_49/G00008_49_07/G00008_49_07_022,angry,我心想，怎么是我知道你今天要来买东西，我给老天爷打了个电话，我说哎给我下点儿雨。这跟我有关系吗？你说怎么想的？
G00008/G00008_49/G00008_49_07/G00008_49_07_023,disgusted,而且那大娘她的脑门儿，就是她的嗓门儿，一直都在高频，你知道吧。就那个声音，直冲脑门儿。
G00008/G00008_49/G00008_49_07/G00008_49_07_013,angry,我当时人都要爆炸了。然后，因为她是老太太，我也怕就是她一激动，气出个好歹来。
G00008/G00008_49/G00008_49_07/G00008_49_07_015,neutral,哎，我想请问了，我卖给她的时候，已经是一个礼拜之前了。
G00008/G00008_49/G00008_49_07/G00008_49_07_016,neutral,我都，咱说的那啥点，对吧。她指不定她回去用过了呢，那银子本来就容易氧[over/]化[/over]。
G00008/G00008_49/G00008_49_07/G00008_49_07_009,neutral,对啊，因为你抛光很光滑，它会它就会反射颜色呀。[over/]然后我说[interrupted][/over]。
G00008/G00008_49/G00008_49_07/G00008_49_07_020,disgusted,她说，你别跟我说这些。就特别凶，你知道吧，她嗯，而且嗓门儿巨大。
G00008/G00008_49/G00008_49_07/G00008_49_07_003,neutral,[over/]不是啊[/over]。你说你买的是银筷子，银它本来就容易氧化呀，对吧？
G00008/G00008_49/G00008_49_07/G00008_49_07_005,sad,那，哦，不她一开始说的是什么呢？她一开始说，说哎小姑娘，你看你卖给我这个银筷子它怎么反红色呀？说这上面有红，她说有杂质。
G00008/G00008_49/G00008_49_07/G00008_49_07_011,neutral,[over/]对[/over]呀！然后[over/]我说[/over]，我说大娘，我说你看，我说这是底儿的颜色。我说你看你偏一下，不就看不见了吗？
G00008/G00008_49/G00008_49_07/G00008_49_07_024,angry,我感觉我的我的耳膜都要炸了，后来我就实在。我说大娘，我说您家小孩儿有时间吗？您不行让小孩儿过来吧，对吧，咱们，因为我觉得我跟她说不清楚。
G00008/G00008_48/G00008_48_11/G00008_48_11_018,surprised,我说我说老板，正方形什么叫才有个性？
G00008/G00008_48/G00008_48_11/G00008_48_11_017,neutral,我给人设计个正方形啊，他跟我说啊，你这个正方形不够个性。
G00008/G00008_48/G00008_48_11/G00008_48_11_013,neutral,[over/]不是[/over]，客户给什么回应了吗？
G00008/G00008_48/G00008_48_11/G00008_48_11_002,surprised,咋了？方案又没过？
G00008/G00008_48/G00008_48_11/G00008_48_11_015,happy,啊，有一回我上次也是。人客户，人说了，这个产品啊，[over/]人[/over]外面的包装盒儿，人就要正方形。
G00008/G00008_48/G00008_48_11/G00008_48_11_022,neutral,她呀，就是要宣示下自己是老板，[over/]要宣[/over]示下权威嘛。
G00008/G00008_48/G00008_48_11/G00008_48_11_020,neutral,不是，人大正方形人就是要正方形啊，那怎么着正方形，我给它把尖儿去掉？那不就是个棱菱形了吗，棱形了吗？
G00008/G00008_48/G00008_48_11/G00008_48_11_004,surprised,什么理由？
G00008/G00008_48/G00008_48_11/G00008_48_11_025,neutral,我还是想想我那有个性的方，正方形吧。
G00008/G00008_48/G00008_48_07/G00008_48_07_014,sad,都没到客户那，她就给我打回来了。
G00008/G00008_48/G00008_48_07/G00008_48_07_001,angry,我真的要爆炸了。
G00008/G00008_48/G00008_48_07/G00008_48_07_023,neutral,不是你是老板，你也得就是，人家客户要的是节日主题。啊节日，我我我不设计关于关于红色的，我怎么设计，五彩斑斓的黑吗？
G00008/G00008_48/G00008_48_07/G00008_48_07_021,angry,嗯，真的太过分了，我没有见过这样的人，这不是就纯鸡蛋里挑骨头吗？
G00008/G00008_48/G00008_48_07/G00008_48_07_011,angry,当时说的时候啊，这个不行那个不行，这个我不喜欢那个我不喜欢。大哥，我到底是为客户设计还是为老板设计呢？
G00008/G00008_48/G00008_48_07/G00008_48_07_010,surprised,她说她不喜欢红色，这这什么逻辑呀？
G00008/G00008_48/G00008_48_07/G00008_48_07_003,neutral,方案不过这个事情，其实我没那么生气。因为我觉得，有可能是我的能力不足，可是你知道她给出的理由是什么吗？
G00008/G00008_48/G00008_48_07/G00008_48_07_012,angry,虽然说她是老板，但是你得差不多点儿吧，这有点太[over/]离[/over]谱了。
G00008/G00008_48/G00008_48_07/G00008_48_07_024,angry,我黑咚咚的，人家看见能开心吗？怎么想的呀？
G00008/G00008_48/G00008_48_07/G00008_48_07_009,neutral,我真的无法理解。你说当时就就是主题是节日，节日怎么就怎么能没有红色呢？
G00008/G00008_48/G00008_48_07/G00008_48_07_005,neutral,她说她不喜欢红色。
G00008/G00008_09/G00008_09_11/G00008_09_11_015,surprised,哎呀，没事儿！那咱以后，咱咱就，天天带着它，就就好像姥姥还在自己身边儿。
G00008/G00008_09/G00008_09_11/G00008_09_11_003,neutral,哦，姥姥的。
G00008/G00008_09/G00008_09_11/G00008_09_11_018,neutral,我学学，以后每年我给你织！
G00008/G00008_09/G00008_09_11/G00008_09_11_001,disgusted,我说你，刚才你那个大红围脖儿哪来的呀？这么土那个？
G00008/G00008_09/G00008_09_11/G00008_09_11_007,neutral,对对对，老人嘛，思想都那样。
G00008/G00008_09/G00008_09_07/G00008_09_07_009,sad,[laughing]我跟她抱怨了好多次。这围脖儿都织好一年多了，从来没带过。
G00008/G00008_09/G00008_09_07/G00008_09_07_016,sad,你说我小时候儿，每年一条红围脖儿，我以后再也没有了。
G00008/G00008_09/G00008_09_07/G00008_09_07_014,surprised,你说我就系着个红围脖儿，让她看一眼不好吗？我干嘛非那么轴啊？
G00008/G00008_09/G00008_09_07/G00008_09_07_017,neutral,哎，[Sobbing]怎么样？仔细看看其实[laughing]，也挺好看的。
G00008/G00008_09/G00008_09_07/G00008_09_07_013,sad,[Sobbing]哎呀，你知道我当时，我就想我干嘛呀？我为什么不能让她高兴一下儿呢？
G00008/G00008_09/G00008_09_07/G00008_09_07_004,disgusted,哎，我早就跟她说，我说我不喜欢红色，那多艳呀！她不听啊，老太太就觉得，冬天围红色好看。
G00008/G00008_09/G00008_09_07/G00008_09_07_011,neutral,哎，那天她给我打电话，她说，那织那围脖你带了吗？这两天冷啊。
G00008/G00008_09/G00008_09_07/G00008_09_07_008,angry,而且我跟她说了很多次，我说你那毛线，不要拆了又用拆了又用。她不听，她觉得，你，得会会过日子啊，对吧？就该省就得省
G00008/G00008_09/G00008_09_07/G00008_09_07_012,neutral,哎哟，我当时贼不耐烦，我说姥姥你干嘛呀？我都跟你说了，我不喜欢，不喜欢，不想带。后来没几天，她就走了。
G00008/G00008_09/G00008_09_07/G00008_09_07_002,happy,我姥姥给我织的。
G00008/G00008_58/G00008_58_07/G00008_58_07_011,happy,对，[over/]你知道[/over]。
G00008/G00008_58/G00008_58_07/G00008_58_07_016,fearful,[over/]对[/over]呀，[over/]所以你[/over]你说后两次怎么考的呢？
G00008/G00008_58/G00008_58_07/G00008_58_07_003,happy,[over/]今[/over]天拿到驾照了，给我打电话，哭了。
G00008/G00008_58/G00008_58_07/G00008_58_07_037,happy,[over/]他[/over]可能舍不得他这些学生们[over/]吧[/over]。[laughing]太有意思了。
G00008/G00008_58/G00008_58_07/G00008_58_07_014,neutral,最多能考五[over/]次，对吧[/over]？
G00008/G00008_58/G00008_58_07/G00008_58_07_022,neutral,都，[over/]你你对，你报了[/over]这么多年了对吧？他说那个，要不我退你一半儿，你别学了[laughing]。
G00008/G00008_58/G00008_58_07/G00008_58_07_029,neutral,[over/]然后科三，[/over]科三她应该考了两次还是三次，我都觉得不一不奇怪就是很正。两次三次有进步啊，咱们这[over/]是不是啊[/over]？
G00008/G00008_58/G00008_58_07/G00008_58_07_025,happy,然后那教练当时，她跟我形容，她说这教练觉得他特别好。我说人家是无语吧。
G00008/G00008_58/G00008_58_07/G00008_58_07_031,neutral,[over/]对[/over]，所以你能理解她为啥哭了吧[laughing]？
G00008/G00008_58/G00008_58_07/G00008_58_07_018,neutral,哎呀，[laughing]那你俩[over/][/over]真有意思。她是因为科二最多要考，最多只能考五次，你[over/]如果[/over]超过五次之后，你要回去再从科一开始考。
G00008/G00008_58/G00008_58_07/G00008_58_07_013,surprised,你知道她，她科二加起来一共考了七次。
G00008/G00008_58/G00008_58_07/G00008_58_07_024,neutral,我姐们儿说，不行教练，我一定要学会，我一定要考拿本，我一定要考下驾照来。
G00008/G00008_58/G00008_58_07/G00008_58_07_021,disgusted,对，然后最搞笑的是她科二到第六次还是要考第七次的时候呀，然后那个教练说，说妹妹啊，你看咱俩认识多长时间的了。
G00008/G00008_58/G00008_58_07/G00008_58_07_007,neutral,你知道[laughing]她这驾照考多长时间吗？
G00008/G00008_58/G00008_58_07/G00008_58_07_001,neutral,我跟你讲啊，我有一姐们儿。
G00008/G00008_58/G00008_58_07/G00008_58_07_035,angry,哎人生意好，你别管。有我姐们这样的人，他十年他也开的下去啊，[laughing]是不[over/]是[/over]？
G00008/G00008_58/G00008_58_11/G00008_58_11_038,sad,[over/]想挪也不容易[/over]。
G00008/G00008_58/G00008_58_11/G00008_58_11_028,neutral,日日久生情了，[over/]五年了你想[/over]。
G00008/G00008_58/G00008_58_11/G00008_58_11_017,neutral,[over/]我[/over]科一考七次。
G00008/G00008_58/G00008_58_11/G00008_58_11_012,surprised,[over/]她[/over]她怎么能考五年？
G00008/G00008_58/G00008_58_11/G00008_58_11_032,neutral,但我就好奇一点啊。
G00008/G00008_58/G00008_58_11/G00008_58_11_008,surprised,多少时间？五个月？
G00008/G00008_58/G00008_58_11/G00008_58_11_026,neutral,主要熟了。
G00008/G00008_58/G00008_58_11/G00008_58_11_023,surprised,[over/]这么多年了[laughing][/over]。
G00008/G00008_58/G00008_58_11/G00008_58_11_030,happy,[over/]这绝[/over]对有进[over/]步[/over]。
G00008/G00008_58/G00008_58_11/G00008_58_11_036,neutral,[over/]那[/over]教练他也不换个地儿嘛，他也不挪挪挪挪挪窝[over/]吗[/over]？
G00008/G00008_58/G00008_58_11/G00008_58_11_019,sad,哦，从科一科科哦科，[over/]重新学[/over]。
G00008/G00008_58/G00008_58_11/G00008_58_11_006,surprised,她这么激动吗？
G00008/G00008_58/G00008_58_11/G00008_58_11_015,surprised,[over/]哦，嗯，那科二考[/over]七次[over/]是吗[/over]？
G00008/G00008_58/G00008_58_11/G00008_58_11_034,surprised,五年了，这个驾校它还开着呀？
G00008/G00008_60/G00008_60_11/G00008_60_11_035,happy,[over/]我就问[/over]我就问你一件事儿。
G00008/G00008_60/G00008_60_11/G00008_60_11_011,fearful,我不这我不知道，[over/]我这我[interrupted][/over]。
G00008/G00008_60/G00008_60_11/G00008_60_11_032,happy,那个红烧肉跟那[over/]韭菜鳝丝[/over]哎哟太香[over/]了[/over]。
G00008/G00008_60/G00008_60_11/G00008_60_11_004,happy,我就去过啊。
G00008/G00008_60/G00008_60_11/G00008_60_11_019,surprised,啊，就我明白[over/]真的啊[interrupted][/over]。
G00008/G00008_60/G00008_60_11/G00008_60_11_023,happy,哎我给你说我太喜欢那种山林里边[over/]那种感觉你知道吧！哎哟我[/over]。
G00008/G00008_60/G00008_60_11/G00008_60_11_009,neutral,[over/]我想[/over]到是红烧肉。
G00008/G00008_60/G00008_60_11/G00008_60_11_028,surprised,[over/]就是那种[/over]白噪音，我的[over/]天呐[/over]。
G00008/G00008_60/G00008_60_11/G00008_60_11_006,happy,我还真没有，我主要看演出什么时候去我就什么时候去。
G00008/G00008_60/G00008_60_11/G00008_60_11_030,happy,[over/]就感觉身心[/over]就已经被[over/]洗礼一遍了[/over]。
G00008/G00008_60/G00008_60_11/G00008_60_11_037,surprised,杭州有没有杭州小笼包儿？
G00008/G00008_60/G00008_60_07/G00008_60_07_001,neutral,我跟你说啊[interrupted]。
G00008/G00008_60/G00008_60_07/G00008_60_07_014,neutral,我心想啊，寺庙旁边儿就是我还在担心会不会吵啊，因为人很多嘛。
G00008/G00008_60/G00008_60_07/G00008_60_07_020,happy,[over/]对然后[/over]你知道杭州那边就其实冬天它的树也不会说很秃啊[over/]或者是[/over]怎么样的。
G00008/G00008_60/G00008_60_07/G00008_60_07_016,neutral,结果然后他就给我推荐一家民宿我就去了，我寻思那人推荐嘛咱们感受一下对吧？因[over/]为我也[/over]没啥计划。
G00008/G00008_60/G00008_60_07/G00008_60_07_013,neutral,[over/]然后[/over]刚好呢，我那天很碰巧我就跟我朋友在聊这个事儿，我朋友说你去法喜儿旁边儿，你去住两天。
G00008/G00008_60/G00008_60_07/G00008_60_07_010,surprised,哎呀我天，但啊这个待会儿再说，就是你知不知道有一个词叫法喜寺？
G00008/G00008_60/G00008_60_07/G00008_60_07_033,neutral,[over/]对[/over]，我我一开始你知道吗，我其实不是很喜欢吃西湖醋鱼，我就觉得味儿有点怪，但是呢说实话我又爱吃酸的又爱吃鱼。
G00008/G00008_60/G00008_60_07/G00008_60_07_027,neutral,听到那个流水声听到鸟鸣，然后闻着那个大[over/]自然的味道[/over]。
G00008/G00008_60/G00008_60_07/G00008_60_07_008,happy,就是你知道杭州它不是，其实你一提杭州大家无非就是就是会想到什么西湖啊灵隐寺啊雷锋塔啊什么这种[over/]对吧[/over]？
G00008/G00008_60/G00008_60_07/G00008_60_07_005,surprised,有在冬天的时候去过杭州吗？
G00008/G00008_60/G00008_60_07/G00008_60_07_012,neutral,[over/]就是[/over]它也是那种香火很旺的那种寺庙，然后我这次去杭州我就，因为我不想住在这种城市里面。我就[over/]觉得[/over]你出来玩儿嘛其实就是更多的是要自己放松。
G00008/G00008_60/G00008_60_07/G00008_60_07_022,happy,而且它那边很静嘛，就是你整个人待在那儿就觉得好舒服。
G00008/G00008_60/G00008_60_07/G00008_60_07_034,neutral,我就一直不死心，我就想我非得，就是吃到一个好吃的或者怎么样的，但是，嗯这个到目前为止倒是确实还是没有吃到。
G00008/G00008_60/G00008_60_07/G00008_60_07_021,happy,就是你看到那种感觉以及你就是闻到那种青草香啊什么就老爽了。
